kode_prov,nama_prov,kode_satker,kode_ddn,nama_daerah,kode_skpd,nama_skpd,kode_unit_skpd,nama_unit_skpd,kode_urusan,nama_urusan,kode_bidang_urusan,nama_bidang_urusan,kode_program,nama_program,indikator_program,target_program,satuan_indikator_program,sasaran,kode_giat,nama_giat,indikator_giat,target_giat,satuan_indikator_giat,kode_sub_giat,nama_sub_giat,indikator_sub_giat,target_sub_giat,satuan_indikator_sub_giat,kode_dana,nama_dana,kode_akun,nama_akun,kode_kelompok,nama_kelompok,kode_jenis,nama_jenis,kode_objek,nama_objek,kode_standar_harga,nama_standar_harga,spesifikasi,satuan,volume,harga_satuan,koefisien,total_rincian,tahun_anggaran,jenis_apbd,kode_rekening,nama_rekening,kode_sub_rincian_objek,nama_sub_rincian_objek,lokasi,sumber_pendanaan,catatan,status
31,DKI Jakarta,SAT-31-003,31.02,Kota Jakarta Utara,31.02.09,Dinas Pemberdayaan Masyarakat dan Desa,31.02.09.01,Sekretariat - Dinas Pemberdayaan Masyarakat dan Desa,4,Urusan Pemerintahan Umum,24,Pengawasan,4.04.12,Program Pengelolaan Keuangan Daerah,Opini BPK,83,Predikat,Meningkatnya pengelolaan keuangan daerah,4.04.12.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,318,M2,4.04.12.08.02,Pengadaan ATK dan Bahan Habis Pakai,Jumlah ATK tersedia,23,Paket,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.4,Belanja Transfer,5.2.05,Belanja Modal Aset Tetap Lainnya,5.2.02.03,Belanja Modal Kendaraan,SH.028,Buku Pelajaran,Per eksemplar,Eksemplar,305,139000,1.15,48754249,2024,Murni,5.1.01,Rekening Belanja Pegawai,03,Penunjukan Langsung,Aula Kantor Bupati/Walikota,Dana Transfer,Menunggu DAK,Proses Verifikasi
33,Jawa Tengah,SAT-33-047,33.01,Kota Semarang,33.01.19,Dinas Perdagangan dan Perindustrian,33.01.19.04,Bidang Evaluasi dan Pelaporan - Dinas Perdagangan dan Perindustrian,4,Urusan Pemerintahan Umum,21,Perencanaan,4.01.01,Program Penunjang Urusan Pemerintahan Daerah,Persentase pemenuhan penunjang urusan,91,%,Meningkatnya kinerja penunjang urusan pemerintahan,4.01.01.11,Pelayanan Administrasi Umum,Jumlah layanan administrasi,206,Layanan,4.01.01.11.04,Pemeliharaan Kendaraan Dinas,Jumlah kendaraan terpelihara,100,Unit,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.4,Belanja Transfer,5.2.01,Belanja Modal Tanah,5.1.02.05,Belanja Perawatan Kendaraan,SH.033,Penghapus,Penghapus karet putih,Buah,168,1587,1.15,306608,2023,Murni,5.2.01,Rekening Belanja Modal,05,Swakelola,Kantor SKPD,APBD Perubahan,Prioritas daerah,Disetujui
33,Jawa Tengah,SAT-33-008,33.05,Kota Surakarta,33.05.17,Dinas Perpustakaan dan Kearsipan,33.05.17.01,Sekretariat - Dinas Perpustakaan dan Kearsipan,3,Urusan Pilihan,18,Pariwisata,3.02.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,58,Predikat,Meningkatnya akuntabilitas kinerja,3.02.08.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,248,Dataset,3.02.08.10.09,Pembayaran Utilitas Kantor,Jumlah bulan layanan,180,Bulan,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.2,Belanja Modal,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.029,Server Komputer,Xeon RAM 64GB,Unit,248,58935000,1.15,16808261999,2025,Perubahan,1.1.03,Kas di Bendahara Penerimaan,04,E-Purchasing,Kantor Kelurahan,Dana Transfer,Menunggu DAK,Disetujui
32,Jawa Barat,SAT-32-013,32.02,Kabupaten Bandung,32.02.09,Dinas Pemberdayaan Masyarakat dan Desa,32.02.09.04,Bidang Evaluasi dan Pelaporan - Dinas Pemberdayaan Masyarakat dan Desa,1,Urusan Wajib Pelayanan Dasar,02,Kesehatan,1.02.05,Program Pengembangan Ekonomi Kreatif,Pertumbuhan ekonomi kreatif,83,%,Meningkatnya kontribusi ekonomi kreatif,1.02.05.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,306,Dataset,1.02.05.10.06,Penyusunan Laporan Kinerja,Jumlah laporan,90,Dokumen,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.2,Belanja Modal,5.2.01,Belanja Modal Tanah,5.1.02.02,Belanja Bahan/Material,SH.021,Bahan Bangunan Semen,50 kg/sak,Sak,261,64000,1.0,16704000,2024,Murni,1.1.02,Kas di Bendahara Pengeluaran,03,Penunjukan Langsung,Lapangan Umum,APBD Murni,,Selesai
61,Kalimantan Barat,SAT-61-001,61.01,Kota Pontianak,61.01.11,"Dinas Sosial, Pengendalian Penduduk",61.01.11.04,"Bidang Evaluasi dan Pelaporan - Dinas Sosial, Pengendalian Penduduk",1,Urusan Wajib Pelayanan Dasar,06,Sosial,1.06.07,Program Penanggulangan Kemiskinan,Persentase penduduk miskin,89,%,Menurunnya tingkat kemiskinan,1.06.07.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,458,M2,1.06.07.08.14,Pelatihan Teknis Pegawai,Jumlah pegawai terlatih,17,Orang,4,Dana Bagi Hasil (DBH),5,Belanja Daerah,5.4,Belanja Transfer,5.2.04,"Belanja Modal Jalan, Irigasi dan Jaringan",5.2.04.01,Belanja Modal Konstruksi Jalan,SH.017,Perjalanan Dinas Luar Daerah,Per hari,OH,174,662000,1.1,126706800,2025,Murni,5.2.01,Rekening Belanja Modal,05,Swakelola,Aula Kantor Bupati/Walikota,APBD Perubahan,Menunggu DAK,Disetujui
31,DKI Jakarta,SAT-31-024,31.03,Kota Jakarta Barat,31.03.20,Dinas Komunikasi dan Informatika,31.03.20.02,Bidang Perencanaan - Dinas Komunikasi dan Informatika,3,Urusan Pilihan,18,Pariwisata,3.02.10,Program Peningkatan Kesehatan Masyarakat,Angka Harapan Hidup,94,Tahun,Meningkatnya derajat kesehatan masyarakat,3.02.10.14,Pelatihan dan Bimbingan Teknis,Jumlah peserta pelatihan,1,Orang,3.02.10.14.04,Pemeliharaan Kendaraan Dinas,Jumlah kendaraan terpelihara,25,Unit,4,Dana Bagi Hasil (DBH),5,Belanja Daerah,5.4,Belanja Transfer,5.2.01,Belanja Modal Tanah,5.1.01.04,Tunjangan Fungsional,SH.009,Proyektor LCD,Resolusi Full HD 4000 lumens,Unit,426,8976000,2.0,7647552000,2022,Murni,5.1.01,Rekening Belanja Pegawai,01,Pembelian Langsung,Sekolah,Hibah,Menunggu DAK,Selesai
31,DKI Jakarta,SAT-31-034,31.03,Kota Jakarta Barat,31.03.06,Dinas Perhubungan,31.03.06.06,UPT Wilayah II - Dinas Perhubungan,3,Urusan Pilihan,17,Pertanian,3.01.07,Program Penanggulangan Kemiskinan,Persentase penduduk miskin,77,%,Menurunnya tingkat kemiskinan,3.01.07.13,Sosialisasi dan Penyuluhan,Jumlah peserta sosialisasi,268,Orang,3.01.07.13.11,Cetak dan Penggandaan Dokumen,Jumlah dokumen tercetak,47,Eksemplar,4,Dana Bagi Hasil (DBH),5,Belanja Daerah,5.1,Belanja Operasi,5.1.04,Belanja Subsidi,5.1.02.08,Belanja Makanan dan Minuman,SH.026,Obat-obatan Generik,Paket per bulan,Paket,459,1850000,1.15,976522499,2025,Murni,5.1.02,Rekening Belanja Barang,03,Penunjukan Langsung,Puskesmas,Hibah,,Proses Verifikasi
73,Sulawesi Selatan,SAT-73-020,73.01,Kota Makassar,73.01.12,Dinas Tenaga Kerja,73.01.12.02,Bidang Perencanaan - Dinas Tenaga Kerja,2,Urusan Wajib Non Pelayanan Dasar,09,Pangan,2.03.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,89,Predikat,Meningkatnya akuntabilitas kinerja,2.03.08.11,Pelayanan Administrasi Umum,Jumlah layanan administrasi,119,Layanan,2.03.08.11.14,Pelatihan Teknis Pegawai,Jumlah pegawai terlatih,140,Orang,6,Dana Transfer Khusus,5,Belanja Daerah,5.2,Belanja Modal,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.015,Snack Rapat,Snack box,Kotak,390,22561,1.15,10118608,2025,Murni,1.1.02,Kas di Bendahara Pengeluaran,05,Swakelola,Kantor Kecamatan,APBD Murni,Sesuai RPJMD,Disetujui
36,Banten,SAT-36-009,36.01,Kota Tangerang,36.01.16,Dinas Kebudayaan dan Pariwisata,36.01.16.01,Sekretariat - Dinas Kebudayaan dan Pariwisata,3,Urusan Pilihan,19,Perdagangan,3.03.10,Program Peningkatan Kesehatan Masyarakat,Angka Harapan Hidup,93,Tahun,Meningkatnya derajat kesehatan masyarakat,3.03.10.12,Koordinasi dan Sinkronisasi Program,Jumlah rapat koordinasi,291,Kali,3.03.10.12.13,Renovasi Ruang Kantor,Luas renovasi,51,M2,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.2,Belanja Modal,5.2.05,Belanja Modal Aset Tetap Lainnya,5.1.02.06,Belanja Cetak dan Penggandaan,SH.006,Meja Kerja Pejabat,Kayu jati ukuran 160x80cm,Unit,142,4226000,1.1,660101200,2025,Perubahan,1.1.02,Kas di Bendahara Pengeluaran,05,Swakelola,Gedung Serbaguna,APBD Murni,,Disetujui
32,Jawa Barat,SAT-32-009,32.01,Kota Bandung,32.01.13,Dinas Koperasi dan UKM,32.01.13.02,Bidang Perencanaan - Dinas Koperasi dan UKM,4,Urusan Pemerintahan Umum,21,Perencanaan,4.01.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,97,%,Meningkatnya pemberdayaan masyarakat,4.01.09.13,Sosialisasi dan Penyuluhan,Jumlah peserta sosialisasi,261,Orang,4.01.09.13.10,Pelaksanaan Survei dan Pendataan,Jumlah responden,159,Orang,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.4,Belanja Transfer,5.1.01,Belanja Pegawai,5.1.01.01,Gaji Pokok PNS,SH.003,Komputer Desktop,Core i5 RAM 8GB SSD 256GB,Unit,323,7719000,1.0,2493237000,2024,Murni,1.1.02,Kas di Bendahara Pengeluaran,01,Pembelian Langsung,Kantor Kecamatan,APBD Murni,Lanjutan tahun sebelumnya,Proses Verifikasi
33,Jawa Tengah,SAT-33-017,33.05,Kota Surakarta,33.05.08,Dinas Kependudukan dan Pencatatan Sipil,33.05.08.03,Bidang Pelaksanaan - Dinas Kependudukan dan Pencatatan Sipil,4,Urusan Pemerintahan Umum,24,Pengawasan,4.04.03,Program Pembangunan Infrastruktur Dasar,Persentase infrastruktur dalam kondisi baik,66,%,Meningkatnya kualitas infrastruktur dasar,4.04.03.04,Peningkatan Kapasitas Aparatur,Jumlah aparatur yang ditingkatkan,179,Orang,4.04.03.04.08,Penyediaan Jasa Keamanan,Jumlah petugas keamanan,81,Orang,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.022,Bahan Bangunan Besi Beton,D10mm per batang,Batang,459,106000,0.5,24327000,2024,Murni,1.1.03,Kas di Bendahara Penerimaan,05,Swakelola,Puskesmas,Dana Transfer,,Proses Verifikasi
34,DI Yogyakarta,SAT-34-016,34.01,Kota Yogyakarta,34.01.08,Dinas Kependudukan dan Pencatatan Sipil,34.01.08.03,Bidang Pelaksanaan - Dinas Kependudukan dan Pencatatan Sipil,2,Urusan Wajib Non Pelayanan Dasar,11,Lingkungan Hidup,2.05.10,Program Peningkatan Kesehatan Masyarakat,Angka Harapan Hidup,64,Tahun,Meningkatnya derajat kesehatan masyarakat,2.05.10.04,Peningkatan Kapasitas Aparatur,Jumlah aparatur yang ditingkatkan,155,Orang,2.05.10.04.06,Penyusunan Laporan Kinerja,Jumlah laporan,120,Dokumen,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.1,Belanja Operasi,5.1.06,Belanja Bantuan Sosial,5.1.02.02,Belanja Bahan/Material,SH.027,Alat Kesehatan Tensimeter,Tensimeter digital,Unit,495,609000,1.1,331600500,2025,Murni,1.1.02,Kas di Bendahara Pengeluaran,05,Swakelola,Kantor Kelurahan,Hibah,Menunggu DAK,Disetujui
33,Jawa Tengah,SAT-33-001,33.03,Kota Magelang,33.03.01,Dinas Pendidikan,33.03.01.01,Sekretariat - Dinas Pendidikan,2,Urusan Wajib Non Pelayanan Dasar,11,Lingkungan Hidup,2.05.04,Program Peningkatan Sumber Daya Manusia,Indeks Pembangunan Manusia,64,Poin,Meningkatnya kualitas SDM,2.05.04.11,Pelayanan Administrasi Umum,Jumlah layanan administrasi,487,Layanan,2.05.04.11.02,Pengadaan ATK dan Bahan Habis Pakai,Jumlah ATK tersedia,10,Paket,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.01,Belanja Modal Tanah,5.2.04.01,Belanja Modal Konstruksi Jalan,SH.042,Tali Rafia,Tali rafia 200 meter,Gulung,285,21491,1.15,7043675,2025,Perubahan,1.1.01,Kas di Kas Daerah,01,Pembelian Langsung,Sekolah,APBD Murni,Lanjutan tahun sebelumnya,Selesai
31,DKI Jakarta,SAT-31-006,31.01,Kota Jakarta Pusat,31.01.06,Dinas Perhubungan,31.01.06.04,Bidang Evaluasi dan Pelaporan - Dinas Perhubungan,3,Urusan Pilihan,18,Pariwisata,3.02.06,Program Pengelolaan Lingkungan Hidup,Indeks Kualitas Lingkungan Hidup,90,Poin,Meningkatnya kualitas lingkungan hidup,3.02.06.15,Pengawasan dan Pengendalian,Jumlah objek pengawasan,185,Objek,3.02.06.15.02,Pengadaan ATK dan Bahan Habis Pakai,Jumlah ATK tersedia,165,Paket,5,Dana Desa,5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.05,Belanja Hibah,5.1.01.03,Tunjangan Jabatan,SH.001,Kertas HVS A4 70gr,Rim 500 lembar,Rim,7,60000,2.0,840000,2025,Murni,5.2.01,Rekening Belanja Modal,05,Swakelola,Balai Desa,Hibah,,Proses Verifikasi
12,Sumatera Utara,SAT-12-013,12.01,Kota Medan,12.01.02,Dinas Kesehatan,12.01.02.03,Bidang Pelaksanaan - Dinas Kesehatan,1,Urusan Wajib Pelayanan Dasar,04,Perumahan Rakyat dan Kawasan Permukiman,1.04.02,Program Peningkatan Kualitas Pelayanan Publik,Indeks Kepuasan Masyarakat,67,Poin,Meningkatnya kualitas pelayanan publik,1.04.02.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,478,M2,1.04.02.08.03,Pengadaan Peralatan dan Mesin,Jumlah peralatan,147,Unit,4,Dana Bagi Hasil (DBH),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.05,Belanja Hibah,5.2.04.01,Belanja Modal Konstruksi Jalan,SH.026,Obat-obatan Generik,Paket per bulan,Paket,319,1174000,1.1,411956600,2022,Perubahan,5.1.02,Rekening Belanja Barang,03,Penunjukan Langsung,Lapangan Umum,Dana Transfer,Sesuai RPJMD,Disetujui
31,DKI Jakarta,SAT-31-010,31.03,Kota Jakarta Barat,31.03.21,Badan Pengelolaan Keuangan dan Aset Daerah,31.03.21.01,Sekretariat - Badan Pengelolaan Keuangan dan Aset Daerah,3,Urusan Pilihan,20,Perindustrian,3.04.04,Program Peningkatan Sumber Daya Manusia,Indeks Pembangunan Manusia,71,Poin,Meningkatnya kualitas SDM,3.04.04.07,Pengadaan Sarana dan Prasarana,Jumlah sarana diadakan,190,Unit,3.04.04.07.12,Pengadaan Komputer dan Jaringan,Jumlah unit komputer,139,Unit,6,Dana Transfer Khusus,5,Belanja Daerah,5.1,Belanja Operasi,5.1.05,Belanja Hibah,5.2.02.01,Belanja Modal Komputer,SH.020,Jasa Keamanan Kantor,Per bulan per orang,OB,7,5177000,2.0,72478000,2023,Murni,1.1.03,Kas di Bendahara Penerimaan,04,E-Purchasing,Aula Kantor Bupati/Walikota,Dana Transfer,,Disetujui
32,Jawa Barat,SAT-32-025,32.03,Kota Bogor,32.03.19,Dinas Perdagangan dan Perindustrian,32.03.19.01,Sekretariat - Dinas Perdagangan dan Perindustrian,1,Urusan Wajib Pelayanan Dasar,06,Sosial,1.06.04,Program Peningkatan Sumber Daya Manusia,Indeks Pembangunan Manusia,75,Poin,Meningkatnya kualitas SDM,1.06.04.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,154,Dataset,1.06.04.10.14,Pelatihan Teknis Pegawai,Jumlah pegawai terlatih,190,Orang,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.4,Belanja Transfer,5.1.02,Belanja Barang dan Jasa,5.1.02.09,Belanja Pakaian Dinas,SH.045,Air Mineral Gelas,Air mineral 220ml,Gelas,238,968,0.5,115192,2025,Murni,1.1.02,Kas di Bendahara Pengeluaran,02,Pengadaan Melalui Tender,Lapangan Umum,APBD Perubahan,Sesuai RPJMD,Disetujui
32,Jawa Barat,SAT-32-047,32.02,Kabupaten Bandung,32.02.10,Dinas Pengendalian Penduduk dan Keluarga Berencana,32.02.10.01,Sekretariat - Dinas Pengendalian Penduduk dan Keluarga Berencana,1,Urusan Wajib Pelayanan Dasar,03,Pekerjaan Umum dan Penataan Ruang,1.03.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,74,Predikat,Meningkatnya akuntabilitas kinerja,1.03.08.04,Peningkatan Kapasitas Aparatur,Jumlah aparatur yang ditingkatkan,299,Orang,1.03.08.04.12,Pengadaan Komputer dan Jaringan,Jumlah unit komputer,178,Unit,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.1,Belanja Operasi,5.1.02,Belanja Barang dan Jasa,5.1.02.09,Belanja Pakaian Dinas,SH.010,Kendaraan Roda Empat,Minibus 2000cc,Unit,89,421546000,1.15,43145233100,2025,Murni,1.1.01,Kas di Kas Daerah,04,E-Purchasing,Ruang Rapat Utama,Hibah,,Disetujui
51,Bali,SAT-51-003,51.01,Kota Denpasar,51.01.22,Badan Kepegawaian Daerah,51.01.22.01,Sekretariat - Badan Kepegawaian Daerah,2,Urusan Wajib Non Pelayanan Dasar,15,Perhubungan,2.09.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,91,Predikat,Meningkatnya akuntabilitas kinerja,2.09.08.05,Penyusunan Dokumen Perencanaan,Jumlah dokumen,374,Dokumen,2.09.08.05.03,Pengadaan Peralatan dan Mesin,Jumlah peralatan,95,Unit,5,Dana Desa,5,Belanja Daerah,5.2,Belanja Modal,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.018,Honor Narasumber,Per jam,OJ,391,1532000,1.1,658913200,2023,Murni,1.1.01,Kas di Kas Daerah,03,Penunjukan Langsung,Gedung Serbaguna,APBD Murni,Sesuai RPJMD,Revisi
12,Sumatera Utara,SAT-12-033,12.01,Kota Medan,12.01.04,Dinas Perumahan dan Kawasan Permukiman,12.01.04.01,Sekretariat - Dinas Perumahan dan Kawasan Permukiman,2,Urusan Wajib Non Pelayanan Dasar,13,Pemberdayaan Masyarakat dan Desa,2.07.12,Program Pengelolaan Keuangan Daerah,Opini BPK,50,Predikat,Meningkatnya pengelolaan keuangan daerah,2.07.12.14,Pelatihan dan Bimbingan Teknis,Jumlah peserta pelatihan,207,Orang,2.07.12.14.06,Penyusunan Laporan Kinerja,Jumlah laporan,59,Dokumen,5,Dana Desa,5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.01,Belanja Pegawai,5.1.01.01,Gaji Pokok PNS,SH.040,Buku Tulis,Buku tulis 100 lembar,Buah,448,18133,2.0,16247168,2024,Murni,1.1.02,Kas di Bendahara Pengeluaran,02,Pengadaan Melalui Tender,Sekolah,Hibah,,Disetujui
61,Kalimantan Barat,SAT-61-049,61.01,Kota Pontianak,61.01.22,Badan Kepegawaian Daerah,61.01.22.02,Bidang Perencanaan - Badan Kepegawaian Daerah,1,Urusan Wajib Pelayanan Dasar,01,Pendidikan,1.01.10,Program Peningkatan Kesehatan Masyarakat,Angka Harapan Hidup,76,Tahun,Meningkatnya derajat kesehatan masyarakat,1.01.10.12,Koordinasi dan Sinkronisasi Program,Jumlah rapat koordinasi,418,Kali,1.01.10.12.07,Penyediaan Jasa Kebersihan,Luas area terlayani,80,M2,6,Dana Transfer Khusus,5,Belanja Daerah,5.4,Belanja Transfer,5.2.01,Belanja Modal Tanah,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.041,Paper Clip,Paper clip kecil isi 100,Kotak,109,6965,1.0,759185,2025,Murni,1.1.03,Kas di Bendahara Penerimaan,02,Pengadaan Melalui Tender,Kantor Kelurahan,APBD Murni,Perlu koordinasi lintas SKPD,Selesai
36,Banten,SAT-36-025,36.01,Kota Tangerang,36.01.18,Dinas Pertanian dan Ketahanan Pangan,36.01.18.04,Bidang Evaluasi dan Pelaporan - Dinas Pertanian dan Ketahanan Pangan,1,Urusan Wajib Pelayanan Dasar,05,Ketenteraman dan Ketertiban Umum,1.05.05,Program Pengembangan Ekonomi Kreatif,Pertumbuhan ekonomi kreatif,61,%,Meningkatnya kontribusi ekonomi kreatif,1.05.05.01,Penyediaan Jasa Komunikasi dan Informasi,Jumlah layanan komunikasi,409,Layanan,1.05.05.01.15,Perjalanan Dinas,Jumlah perjalanan dinas,25,Kali,5,Dana Desa,5,Belanja Daerah,5.2,Belanja Modal,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.024,Pakaian Dinas Harian,Per stel,Stel,460,484000,1.0,222640000,2024,Murni,1.1.01,Kas di Kas Daerah,03,Penunjukan Langsung,Kantor SKPD,APBD Murni,Menunggu DAK,Disetujui
36,Banten,SAT-36-007,36.01,Kota Tangerang,36.01.05,Badan Perencanaan Pembangunan Daerah,36.01.05.02,Bidang Perencanaan - Badan Perencanaan Pembangunan Daerah,1,Urusan Wajib Pelayanan Dasar,06,Sosial,1.06.04,Program Peningkatan Sumber Daya Manusia,Indeks Pembangunan Manusia,88,Poin,Meningkatnya kualitas SDM,1.06.04.06,Pelaksanaan Monitoring dan Evaluasi,Jumlah kegiatan monev,92,Kegiatan,1.06.04.06.06,Penyusunan Laporan Kinerja,Jumlah laporan,101,Dokumen,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.1,Belanja Operasi,5.1.02,Belanja Barang dan Jasa,5.1.02.07,Belanja Sewa,SH.008,AC Split 1 PK,Inverter low watt,Unit,203,4799000,1.0,974197000,2024,Murni,1.1.03,Kas di Bendahara Penerimaan,05,Swakelola,Ruang Rapat Utama,APBD Perubahan,,Revisi
33,Jawa Tengah,SAT-33-031,33.01,Kota Semarang,33.01.01,Dinas Pendidikan,33.01.01.03,Bidang Pelaksanaan - Dinas Pendidikan,2,Urusan Wajib Non Pelayanan Dasar,08,Pemberdayaan Perempuan dan Perlindungan Anak,2.02.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,95,Predikat,Meningkatnya akuntabilitas kinerja,2.02.08.13,Sosialisasi dan Penyuluhan,Jumlah peserta sosialisasi,394,Orang,2.02.08.13.01,Penyediaan Gaji dan Tunjangan ASN,Jumlah ASN terbayar,59,Orang,6,Dana Transfer Khusus,5,Belanja Daerah,5.4,Belanja Transfer,5.1.05,Belanja Hibah,5.1.01.04,Tunjangan Fungsional,SH.024,Pakaian Dinas Harian,Per stel,Stel,135,389000,1.15,60392249,2023,Murni,1.1.01,Kas di Kas Daerah,05,Swakelola,Kantor Kelurahan,APBD Murni,Perlu koordinasi lintas SKPD,Disetujui
33,Jawa Tengah,SAT-33-021,33.02,Kabupaten Semarang,33.02.05,Badan Perencanaan Pembangunan Daerah,33.02.05.04,Bidang Evaluasi dan Pelaporan - Badan Perencanaan Pembangunan Daerah,1,Urusan Wajib Pelayanan Dasar,06,Sosial,1.06.07,Program Penanggulangan Kemiskinan,Persentase penduduk miskin,64,%,Menurunnya tingkat kemiskinan,1.06.07.05,Penyusunan Dokumen Perencanaan,Jumlah dokumen,85,Dokumen,1.06.07.05.12,Pengadaan Komputer dan Jaringan,Jumlah unit komputer,100,Unit,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.2,Belanja Modal,5.2.05,Belanja Modal Aset Tetap Lainnya,5.1.02.10,Belanja Perjalanan Dinas,SH.018,Honor Narasumber,Per jam,OJ,374,1733000,1.1,712956200,2023,Murni,1.1.02,Kas di Bendahara Pengeluaran,01,Pembelian Langsung,Lapangan Umum,Dana Transfer,,Selesai
32,Jawa Barat,SAT-32-020,32.02,Kabupaten Bandung,32.02.06,Dinas Perhubungan,32.02.06.01,Sekretariat - Dinas Perhubungan,1,Urusan Wajib Pelayanan Dasar,05,Ketenteraman dan Ketertiban Umum,1.05.05,Program Pengembangan Ekonomi Kreatif,Pertumbuhan ekonomi kreatif,62,%,Meningkatnya kontribusi ekonomi kreatif,1.05.05.11,Pelayanan Administrasi Umum,Jumlah layanan administrasi,215,Layanan,1.05.05.11.05,Penyelenggaraan Rapat dan Konsultasi,Jumlah rapat terselenggara,174,Kali,2,Dana Alokasi Khusus (DAK),5,Belanja Daerah,5.1,Belanja Operasi,5.1.05,Belanja Hibah,5.1.01.02,Tunjangan Keluarga,SH.039,Spidol Whiteboard,Spidol non-permanent,Buah,73,12562,2.0,1834052,2024,Murni,1.1.01,Kas di Kas Daerah,04,E-Purchasing,Aula Kantor Bupati/Walikota,Hibah,,Disetujui
32,Jawa Barat,SAT-32-003,32.03,Kota Bogor,32.03.08,Dinas Kependudukan dan Pencatatan Sipil,32.03.08.02,Bidang Perencanaan - Dinas Kependudukan dan Pencatatan Sipil,3,Urusan Pilihan,17,Pertanian,3.01.12,Program Pengelolaan Keuangan Daerah,Opini BPK,61,Predikat,Meningkatnya pengelolaan keuangan daerah,3.01.12.13,Sosialisasi dan Penyuluhan,Jumlah peserta sosialisasi,300,Orang,3.01.12.13.15,Perjalanan Dinas,Jumlah perjalanan dinas,114,Kali,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.05,Belanja Hibah,5.1.02.05,Belanja Perawatan Kendaraan,SH.032,Pensil 2B,Pensil kayu standar,Buah,131,3493,1.0,457583,2024,Murni,1.1.02,Kas di Bendahara Pengeluaran,04,E-Purchasing,Balai Desa,APBD Murni,,Proses Verifikasi
33,Jawa Tengah,SAT-33-040,33.04,Kabupaten Magelang,33.04.07,Dinas Lingkungan Hidup,33.04.07.01,Sekretariat - Dinas Lingkungan Hidup,4,Urusan Pemerintahan Umum,23,Kepegawaian,4.03.10,Program Peningkatan Kesehatan Masyarakat,Angka Harapan Hidup,54,Tahun,Meningkatnya derajat kesehatan masyarakat,4.03.10.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,118,M2,4.03.10.08.08,Penyediaan Jasa Keamanan,Jumlah petugas keamanan,149,Orang,2,Dana Alokasi Khusus (DAK),5,Belanja Daerah,5.1,Belanja Operasi,5.1.05,Belanja Hibah,5.1.01.03,Tunjangan Jabatan,SH.046,Tisu Meja,Tisu kotak 250 lembar,Kotak,198,27954,1.0,5534892,2023,Murni,5.2.01,Rekening Belanja Modal,01,Pembelian Langsung,Gedung Serbaguna,APBD Perubahan,,Selesai
